NAPR,PERIOD,STRANA,TNVED,EDIZM,STOIM,NETTO,KOL,REGION,REGION_S
ЭК,2014,TR,2207,Л,7182410.29,8467381,10715910.3,36000 - САМАРСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ЭК,2014,AB,2207,Л,161960.89,130099.52,156179.5,89000 - РЕСПУБЛИКА МОРДОВИЯ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ЭК,2014,FI,2207,Л,29102399.34,41562780,52622425.3,36000 - САМАРСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ЭК,2016,LV,2207,Л,3831417.16,4106138,5052921.2,68000 - ТАМБОВСКАЯ ОБЛАСТЬ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ЭК,2016,IN,2207,Л,36.18,6.4,6,45000 - ГОРОД МОСКВА СТОЛИЦА РОССИЙСКОЙ ФЕДЕРАЦИИ ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2016,KZ,2207,Л,6944.66,6564.87,8000,95000 - РЕСПУБЛИКА ХАКАСИЯ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ЭК,2015,LV,2207,Л,418485.61,715405,904621.6,36000 - САМАРСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2016,CH,2207,Л,5521.51,189.84,240,29000 - КАЛУЖСКАЯ ОБЛАСТЬ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ЭК,2014,LV,2207,Л,710453.59,973420,1230152,36000 - САМАРСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ЭК,2015,TR,2207,Л,3600897.55,5952271,7545783.9,36000 - САМАРСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ЭК,2016,CH,2207,Л,1919871.91,2857573,3488742.7,83000 - КАБАРДИНО-БАЛКАРСКАЯ РЕСПУБЛИКА,08-СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,DE,2207,Л,1748.32,7.9,10,45000 - ГОРОД МОСКВА СТОЛИЦА РОССИЙСКОЙ ФЕДЕРАЦИИ ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
