NAPR,PERIOD,STRANA,TNVED,EDIZM,STOIM,NETTO,KOL,REGION,REGION_S
ИМ,2015,BM,2208,Л 100% СПИРТА,23733.46,3370.51,862.56,41000 - ЛЕНИНГРАДСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,8609,ШТ,17878.48,10380,4,04000 - КРАСНОЯРСКИЙ КРАЙ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,51870.09,4809.07,1233.8,27000 - КАЛИНИНГРАДСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,5127.38,818.68,153.6,46000 - МОСКОВСКАЯ ОБЛАСТЬ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2016,BM,2208,Л 100% СПИРТА,9113.64,1270.25,329.22,41000 - ЛЕНИНГРАДСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,283.75,38.4,7.68,75000 - ЧЕЛЯБИНСКАЯ ОБЛАСТЬ,05-УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8609,ШТ,6000,7600,2,12000 - АСТРАХАНСКАЯ ОБЛАСТЬ,03-ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,8609,ШТ,12876.56,12140,3,40000 - ГОРОД САНКТ-ПЕТЕРБУРГ ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,3909,,6387.22,2104,0,46000 - МОСКОВСКАЯ ОБЛАСТЬ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,516.03,78.02,18.24,40000 - ГОРОД САНКТ-ПЕТЕРБУРГ ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ЭК,2015,BM,6803,,25.22,3.8,0,86000 - РЕСПУБЛИКА КАРЕЛИЯ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2016,BM,2208,Л 100% СПИРТА,854.03,172,40.8,46000 - МОСКОВСКАЯ ОБЛАСТЬ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,8609,ШТ,2758.27,3600,1,56000 - ПЕНЗЕНСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,33375.32,4289.16,1111.2,76000 - ЗАБАЙКАЛЬСКИЙ КРАЙ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,148.57,20.46,3.84,82000 - РЕСПУБЛИКА ДАГЕСТАН,08-СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,206.44,21.2,3.84,25000 - ИРКУТСКАЯ ОБЛАСТЬ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,3662.95,477.69,118.56,36000 - САМАРСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,8609,ШТ,13633.14,10600,2,77000 - ЧУКОТСКИЙ АВТОНОМНЫЙ ОКРУГ,07-ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8609,ШТ,28358.78,23500,5,64000 - САХАЛИНСКАЯ ОБЛАСТЬ,07-ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,11226.22,1411.78,367.2,76000 - ЗАБАЙКАЛЬСКИЙ КРАЙ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,4247.07,673.2,126.72,65000 - СВЕРДЛОВСКАЯ ОБЛАСТЬ,05-УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,8609,ШТ,6343.59,4925,1,64000 - САХАЛИНСКАЯ ОБЛАСТЬ,07-ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2016,BM,2208,Л 100% СПИРТА,388.68,50.49,13.44,45000 - ГОРОД МОСКВА СТОЛИЦА РОССИЙСКОЙ ФЕДЕРАЦИИ ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8609,ШТ,9993.67,10600,2,77000 - ЧУКОТСКИЙ АВТОНОМНЫЙ ОКРУГ,07-ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,2208,Л 100% СПИРТА,319.74,42.4,7.68,80000 - РЕСПУБЛИКА БАШКОРТОСТАН,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,3923,,220.44,45,0,64000 - САХАЛИНСКАЯ ОБЛАСТЬ,07-ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,2208,Л 100% СПИРТА,2622.69,366.4,92.7,47000 - МУРМАНСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,8609,ШТ,3261.06,2200,1,04000 - КРАСНОЯРСКИЙ КРАЙ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2016,BM,8609,ШТ,2225.6,3660,1,76000 - ЗАБАЙКАЛЬСКИЙ КРАЙ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,1461.97,137.04,35.04,03000 - КРАСНОДАРСКИЙ КРАЙ,03-ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8205,,638.84,4.32,0,64000 - САХАЛИНСКАЯ ОБЛАСТЬ,07-ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,3141.86,297.29,64.8,80000 - РЕСПУБЛИКА БАШКОРТОСТАН,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2016,BM,2208,Л 100% СПИРТА,2078.62,298.8,76.8,76000 - ЗАБАЙКАЛЬСКИЙ КРАЙ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,7043.09,1243.29,300.48,46000 - МОСКОВСКАЯ ОБЛАСТЬ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,8609,ШТ,43574.01,48890,13,64000 - САХАЛИНСКАЯ ОБЛАСТЬ,07-ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,8609,ШТ,2285.71,2300,1,25000 - ИРКУТСКАЯ ОБЛАСТЬ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,3703.81,507.46,117.12,22000 - НИЖЕГОРОДСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,2208,Л 100% СПИРТА,575.01,92.5,17.28,58000 - ПСКОВСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,2208,Л 100% СПИРТА,1459.71,276.6,51.84,46000 - МОСКОВСКАЯ ОБЛАСТЬ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8207,,19.39,0.14,0,64000 - САХАЛИНСКАЯ ОБЛАСТЬ,07-ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8609,ШТ,2000,7200,2,53000 - ОРЕНБУРГСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,2208,Л 100% СПИРТА,121.63,20.93,3.84,07000 - СТАВРОПОЛЬСКИЙ КРАЙ,08-СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2016,BM,2208,Л 100% СПИРТА,61.52,10,1.92,07000 - СТАВРОПОЛЬСКИЙ КРАЙ,08-СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,172914.12,21593.89,5604,41000 - ЛЕНИНГРАДСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,288.04,36.12,9.6,20000 - ВОРОНЕЖСКАЯ ОБЛАСТЬ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,70887.8,8636.52,2192.32,41000 - ЛЕНИНГРАДСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,19336.84,2551.56,651.43,47000 - МУРМАНСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,8609,ШТ,3763.48,4300,2,32000 - КЕМЕРОВСКАЯ ОБЛАСТЬ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8609,ШТ,2180.15,2180,1,44000 - МАГАДАНСКАЯ ОБЛАСТЬ,07-ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,943.99,90.05,24,71000 - ТЮМЕНСКАЯ ОБЛАСТЬ,05-УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,5284.46,732.96,138.24,58000 - ПСКОВСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,210.31,24.42,4.98,45000 - ГОРОД МОСКВА СТОЛИЦА РОССИЙСКОЙ ФЕДЕРАЦИИ ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,484.57,53.15,9.6,25000 - ИРКУТСКАЯ ОБЛАСТЬ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ЭК,2013,BM,2710,,29326.02,27489,0,03000 - КРАСНОДАРСКИЙ КРАЙ,03-ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,8609,ШТ,22964.14,25655,7,71000 - ТЮМЕНСКАЯ ОБЛАСТЬ,05-УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8425,ШТ,497.38,7.2,2,64000 - САХАЛИНСКАЯ ОБЛАСТЬ,07-ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2016,BM,2208,Л 100% СПИРТА,282.84,30,7.2,80000 - РЕСПУБЛИКА БАШКОРТОСТАН,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,8609,ШТ,4031.43,3850,1,65000 - СВЕРДЛОВСКАЯ ОБЛАСТЬ,05-УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,2208,Л 100% СПИРТА,1773.1,285.6,67.2,22000 - НИЖЕГОРОДСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,8609,ШТ,3318.9,3660,1,46000 - МОСКОВСКАЯ ОБЛАСТЬ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,8609,ШТ,1660,2250,1,71000 - ТЮМЕНСКАЯ ОБЛАСТЬ,05-УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2016,BM,2208,Л 100% СПИРТА,64.37,9.35,1.92,58000 - ПСКОВСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,655.95,101.4,19.2,05000 - ПРИМОРСКИЙ КРАЙ,07-ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,54207.79,4787.71,1305.6,27000 - КАЛИНИНГРАДСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,14260.36,1942.46,457.86,47000 - МУРМАНСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,8609,ШТ,10760,7700,2,12000 - АСТРАХАНСКАЯ ОБЛАСТЬ,03-ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,68.68,10.4,1.92,45000 - ГОРОД МОСКВА СТОЛИЦА РОССИЙСКОЙ ФЕДЕРАЦИИ ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8609,ШТ,20491.22,26345,10,71000 - ТЮМЕНСКАЯ ОБЛАСТЬ,05-УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8609,ШТ,2004.16,2100,1,33000 - КИРОВСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2015,BM,8609,ШТ,3342,2950,2,45000 - ГОРОД МОСКВА СТОЛИЦА РОССИЙСКОЙ ФЕДЕРАЦИИ ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,01-ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,702.28,95.78,22.08,36000 - САМАРСКАЯ ОБЛАСТЬ,04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2016,BM,8609,ШТ,4532.13,4000,1,71000 - ТЮМЕНСКАЯ ОБЛАСТЬ,05-УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ЭК,2015,BM,7117,,11.77,0.2,0,86000 - РЕСПУБЛИКА КАРЕЛИЯ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8609,ШТ,3554.84,2275,1,18000 - ВОЛГОГРАДСКАЯ ОБЛАСТЬ,03-ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,151.86,18.86,4.8,07000 - СТАВРОПОЛЬСКИЙ КРАЙ,08-СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,584.68,57.6,11.52,92000 - РЕСПУБЛИКА ТАТАРСТАН (ТАТАРСТАН),04-ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,883.38,90.3,24,71000 - ТЮМЕНСКАЯ ОБЛАСТЬ,05-УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2013,BM,2208,Л 100% СПИРТА,20697.81,3183.34,652.32,65000 - СВЕРДЛОВСКАЯ ОБЛАСТЬ,05-УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,8609,ШТ,8932.31,9710,3,25000 - ИРКУТСКАЯ ОБЛАСТЬ,06-СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
ИМ,2014,BM,2208,Л 100% СПИРТА,2271.56,309.6,57.6,58000 - ПСКОВСКАЯ ОБЛАСТЬ,02-СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ
